article_id,product_code,prod_name,product_type_no,product_type_name,product_group_name,graphical_appearance_no,graphical_appearance_name,colour_group_code,colour_group_name,perceived_colour_value_id,perceived_colour_value_name,perceived_colour_master_id,perceived_colour_master_name,department_no,department_name,index_code,index_name,index_group_no,index_group_name,section_no,section_name,garment_group_no,garment_group_name,detail_desc
619071001,619071,JUSTIN Sandal SB,91,Sandals,Shoes,1010016,Solid,93,Dark Green,7,Medium,19,Green,4211,Kids Boy Shoes,J,"Children Accessories, Swimwear",4,Baby/Children,42,Kids & Baby Shoes,1020,Shoes,Sandals with straps with hook and loop fasteners over the feet and a loop at the back. Patterned rubber insoles and rubber soles.
619148005,619148,Mars,252,Sweater,Garment Upper body,1010016,Solid,71,Light Blue,3,Light,2,Blue,1626,Knitwear,A,Ladieswear,1,Ladieswear,15,Womens Everyday Collection,1003,Knitwear,"Jumper in a textured knit in soft chenille yarn with dropped shoulders, wide sleeves and ribbing around the neckline, cuffs and hem."
619229007,619229,Billy softie,93,Slippers,Shoes,1010014,Placement print,7,Grey,1,Dusty Light,12,Grey,6561,Baby Shoes,G,Baby Sizes 50-98,4,Baby/Children,42,Kids & Baby Shoes,1020,Shoes,"Cotton slippers with elastication around the opening, terry linings and insoles and soft, imitation suede soles."
619234012,619234,Inca boot,87,Boots,Shoes,1010016,Solid,9,Black,4,Dark,5,Black,3529,Boots,C,Ladies Accessories,1,Ladieswear,64,Womens Shoes,1020,Shoes,Chelsea boots with elastic gores in the sides and a loop at the back. Satin linings and imitation leather insoles. Heel 3 cm.
619235002,619235,Binibona,87,Boots,Shoes,1010016,Solid,17,Yellowish Brown,4,Dark,13,Brown,3529,Boots,C,Ladies Accessories,1,Ladieswear,64,Womens Shoes,1020,Shoes,"Ankle boots in grained imitation leather with elastic gores in the sides and a loop at the back. Satin linings, imitation leather insoles and chunky rubber soles. Heel approx. 7 cm."
619241002,619241,Knot top,254,Top,Garment Upper body,1010016,Solid,13,Beige,2,Medium Dusty,11,Beige,1636,Jersey fancy,A,Ladieswear,1,Ladieswear,15,Womens Everyday Collection,1005,Jersey Fancy,"Fitted, short-sleeved top in soft jersey made from a modal blend with a V-neck and decorative knot detail at the front."
619287005,619287,Stella lace brief,286,Underwear bottom,Underwear,1010021,Lace,9,Black,4,Dark,5,Black,3937,UW,D,Divided,2,Divided,51,Divided Basics,1017,"Under-, Nightwear","Lace briefs with an elasticated trim at the waist, lined gusset and cutaway coverage at the back."
619318001,619318,BOXY bag,66,Bag,Accessories,1010001,All over pattern,10,White,3,Light,9,White,4312,Kids Girl Big Acc,J,"Children Accessories, Swimwear",4,Baby/Children,45,Kids Outerwear,1019,Accessories,Handbag in imitation patent leather with a print motif. Zip and glittery handles at the top and a decorative imitation leather pendant on one handle. Lined. Size 10x14x19 cm.
619350001,619350,Break up to make up,265,Dress,Garment Full body,1010016,Solid,73,Dark Blue,4,Dark,2,Blue,1686,Jersey Occasion,A,Ladieswear,1,Ladieswear,14,Womens Premium,1013,Dresses Ladies,Fitted dress in sturdy jersey with lace details in a narrow cut at the top with a deep neckline and cut-out section at the back. Unlined.
619353008,619353,Vilde dress,265,Dress,Garment Full body,1010002,Application/3D,7,Grey,1,Dusty Light,12,Grey,7618,Kids Girl Knitwear,H,Children Sizes 92-140,4,Baby/Children,76,Kids Girl,1003,Knitwear,"Short-sleeved dress in soft, fine-knit cotton with an appliqué on the front."
619403001,619403,OC Caramel kimono,262,Jacket,Garment Upper body,1010001,All over pattern,51,Light Pink,3,Light,4,Pink,4090,Promotion/ Other /Offer,D,Divided,2,Divided,50,Divided Projects,1023,Special Offers,"Long kimono in patterned satin with dropped shoulders, long sleeves, a detachable tie belt at the waist and narrow ties inside. Contrasting colour trim with decorative stitching along the opening and at the cuffs, and high slits in the sides. Unlined."
619561013,619561,SUGARPUFF MUSCLE TEE,255,T-shirt,Garment Upper body,1010008,Front print,9,Black,4,Dark,5,Black,5828,Jersey Fancy,F,Menswear,3,Menswear,20,Contemporary Smart,1005,Jersey Fancy,Short-sleeved T-shirt in stretch cotton jersey. Muscle fit – a fit designed to showcase the body’s natural physique with narrow shoulders and tapered sleeves to create a flattering silhouette.
619561014,619561,SUGARPUFF MUSCLE TEE,255,T-shirt,Garment Upper body,1010008,Front print,10,White,3,Light,9,White,5828,Jersey Fancy,F,Menswear,3,Menswear,20,Contemporary Smart,1005,Jersey Fancy,Short-sleeved T-shirt in stretch cotton jersey. Muscle fit – a fit designed to showcase the body’s natural physique with narrow shoulders and tapered sleeves to create a flattering silhouette.
619608001,619608,Cara,275,Skirt,Garment Lower body,1010001,All over pattern,33,Dark Orange,5,Bright,3,Orange,1422,Skirt,A,Ladieswear,1,Ladieswear,15,Womens Everyday Collection,1012,Skirts,"Calf-length, patterned skirt in satin with a concealed zip at the back, slits in the sides and an asymmetric hem."
619695001,619695,Dragon Gloves own,71,Gloves,Accessories,1010001,All over pattern,92,Green,5,Bright,19,Green,4216,Dress-up Boys,J,"Children Accessories, Swimwear",4,Baby/Children,43,"Kids Accessories, Swimwear & D",1019,Accessories,Fancy dress gloves in soft printed fleece with padding at the top and appliqués. Polyester filling.
619764026,619764,Marie 7-p. ankle sock,302,Socks,Socks & Tights,1010013,Other pattern,81,Light Turquoise,1,Dusty Light,7,Turquoise,7921,Kids Girl S&T,H,Children Sizes 92-140,4,Baby/Children,79,Girls Underwear & Basics,1021,Socks and Tights,Fine-knit socks in a soft cotton blend.
619764043,619764,Marie 7-p. ankle sock SG,302,Socks,Socks & Tights,1010013,Other pattern,73,Dark Blue,4,Dark,2,Blue,7921,Kids Girl S&T,H,Children Sizes 92-140,4,Baby/Children,79,Girls Underwear & Basics,1021,Socks and Tights,Fine-knit socks in a soft cotton blend.
619771001,619771,SS small dot,259,Shirt,Garment Upper body,1010001,All over pattern,73,Dark Blue,4,Dark,2,Blue,5679,Denim wardrobe H&M man inactive from S.6,F,Menswear,3,Menswear,30,Men Other 2,1001,Unknown,"Short-sleeved shirt in premium cotton with a narrow turn-down collar, French front and rounded hem. Slim fit with an accentuated waist and narrow shoulders to create a fitted silhouette."
619778003,619778,NOMAD SURPRISE TEE,255,T-shirt,Garment Upper body,1010008,Front print,51,Light Pink,3,Light,4,Pink,8716,Young Girl Jersey Fancy,I,Children Sizes 134-170,4,Baby/Children,77,Young Girl,1005,Jersey Fancy,T-shirt in soft cotton jersey with a motif on the front and short slits in the sides.
619829004,619829,Frankie,265,Dress,Garment Full body,1010001,All over pattern,9,Black,4,Dark,5,Black,1313,Dress,A,Ladieswear,1,Ladieswear,11,Womens Tailoring,1013,Dresses Ladies,"Straight-cut, V-neck dress in woven fabric with 3/4-length trumpet sleeves with a seam, pleats and flared cuffs. Lined."
619884019,619884,Trinny,274,Shorts,Garment Lower body,1010016,Solid,92,Green,2,Medium Dusty,19,Green,1717,Trouser,A,Ladieswear,1,Ladieswear,11,Womens Tailoring,1009,Trousers,"Wide, high-waisted shorts in woven fabric with a sewn-in tie belt and pleats at the top. Fly with a concealed zip, side pockets and fake welt back pockets."
619884023,619884,Trinny,274,Shorts,Garment Lower body,1010016,Solid,51,Light Pink,1,Dusty Light,4,Pink,1717,Trouser,A,Ladieswear,1,Ladieswear,11,Womens Tailoring,1009,Trousers,"Wide, high-waisted shorts in woven fabric with a sewn-in tie belt and pleats at the top. Fly with a concealed zip, side pockets and fake welt back pockets."
619905003,619905,Mudi,274,Shorts,Garment Lower body,1010016,Solid,73,Dark Blue,4,Dark,2,Blue,1717,Trouser,A,Ladieswear,1,Ladieswear,11,Womens Tailoring,1009,Trousers,"Tailored shorts in woven fabric with a high waist, decorative metal buttons at the front, a concealed zip in one side and fake welt pockets at the back."
619907001,619907,Tyler bodycon J,265,Dress,Garment Full body,1010001,All over pattern,10,White,3,Light,9,White,1344,Dresses,D,Divided,2,Divided,53,Divided Collection,1013,Dresses Ladies,Sleeveless jersey dress in a short and fitted style.
620057002,620057,Ona Contrast leggings,273,Leggings/Tights,Garment Lower body,1010020,Contrast,53,Dark Pink,4,Dark,18,Red,1643,Basic 1,D,Divided,2,Divided,51,Divided Basics,1002,Jersey Basic,Leggings in lightweight sweatshirt fabric with an elasticated waist and contrasting colour stripes down the sides of the legs.
620083007,620083,All in sweater,252,Sweater,Garment Upper body,1010007,Embroidery,31,Light Orange,1,Dusty Light,3,Orange,1636,Jersey fancy,A,Ladieswear,1,Ladieswear,15,Womens Everyday Collection,1005,Jersey Fancy,"Cropped top in sweatshirt fabric with long sleeves and ribbing around the neckline, cuffs and hem."
620191009,620191,Frida L/S,254,Top,Garment Upper body,1010015,Sequin,6,Light Grey,1,Dusty Light,12,Grey,7616,Kids Girl Jersey Fancy,H,Children Sizes 92-140,4,Baby/Children,76,Kids Girl,1005,Jersey Fancy,"Top in cotton jersey with a reversible sequin motif on the front, (size 2-3Y with normal sequins). Long sleeves with sewn-in turn-ups at the cuffs, slits in the sides and a raw-edge hem. Slightly longer at the back."
620299003,620299,Larry Basic Sweater,252,Sweater,Garment Upper body,1010017,Stripe,8,Dark Grey,4,Dark,12,Grey,1610,Knitwear,A,Ladieswear,1,Ladieswear,6,Womens Casual,1003,Knitwear,"Wide jumper in a knit containing some wool with dropped shoulders, long sleeves and ribbing at the cuffs and hem. Slightly longer at the back."
620319008,620319,Big pilot sunglasses,81,Sunglasses,Accessories,1010016,Solid,52,Pink,2,Medium Dusty,4,Pink,8888,Sunglasses,C,Ladies Accessories,1,Ladieswear,66,Womens Small accessories,1019,Accessories,"Sunglasses with metal and plastic frames and tinted, UV-protective, mirrored lenses."
620337037,620337,2P LS body mixed TVP,256,Bodysuit,Garment Upper body,1010001,All over pattern,81,Light Turquoise,1,Dusty Light,7,Turquoise,6515,Baby basics,G,Baby Sizes 50-98,4,Baby/Children,44,Baby Essentials & Complements,1002,Jersey Basic,Long-sleeved bodysuits in soft organic cotton jersey with press-studs on one shoulder and at the crotch.
620377001,620377,Cosy tunic,258,Blouse,Garment Upper body,1010016,Solid,9,Black,4,Dark,5,Black,1919,Jersey,A,Ladieswear,1,Ladieswear,2,H&M+,1005,Jersey Fancy,"Tunic in soft viscose jersey with a sheen. Short sleeves with sewn-in turn-ups, and a rounded hem."
620425030,620425,Karin headband,74,Hair/alice band,Accessories,1010016,Solid,93,Dark Green,2,Medium Dusty,19,Green,4343,Hair Accessories,C,Ladies Accessories,1,Ladieswear,66,Womens Small accessories,1019,Accessories,Wide hairband in cotton jersey with a twisted detail.
620703003,620703,Elma Shorts,274,Shorts,Garment Lower body,1010001,All over pattern,10,White,3,Light,9,White,1745,Shorts,D,Divided,2,Divided,53,Divided Collection,1025,Shorts,"Shorts in a patterned, crinkled viscose weave with an elasticated drawstring waist and frill-trimmed hems."
620762012,620762,ICE linen tee,255,T-shirt,Garment Upper body,1010016,Solid,73,Dark Blue,4,Dark,2,Blue,5831,Knitwear,F,Menswear,3,Menswear,23,Men Suits & Tailoring,1003,Knitwear,T-shirt in airy linen jersey with a round neckline and straight-cut hem.
620910005,620910,MISA silk/cotton tube,80,Scarf,Accessories,1010010,Melange,42,Red,2,Medium Dusty,4,Pink,6557,Baby Exclusive,G,Baby Sizes 50-98,4,Baby/Children,44,Baby Essentials & Complements,1006,Woven/Jersey/Knitted mix Baby,Baby Exclusive. Tube scarf knitted in a soft cotton and silk blend.
620933002,620933,Papi Chulo Highwaist,59,Swimwear bottom,Swimwear,1010016,Solid,9,Black,4,Dark,5,Black,4242,Swimwear,B,Lingeries/Tights,1,Ladieswear,60,"Womens Swimwear, beachwear",1018,Swimwear,"Fully lined bikini bottoms with a high waist, ties and plastic rings at the sides and a high cut at the back."
620945002,620945,Papi Chulo Tie Tanga,59,Swimwear bottom,Swimwear,1010016,Solid,9,Black,4,Dark,5,Black,4242,Swimwear,B,Lingeries/Tights,1,Ladieswear,60,"Womens Swimwear, beachwear",1018,Swimwear,Fully lined bikini bottoms with a low waist. Ties and decorative metal rings at the sides.
621013002,621013,GATEAU sunhat,75,Hat/beanie,Accessories,1010016,Solid,12,Light Beige,1,Dusty Light,11,Beige,6557,Baby Exclusive,G,Baby Sizes 50-98,4,Baby/Children,44,Baby Essentials & Complements,1006,Woven/Jersey/Knitted mix Baby,Baby Exclusive. Sun hat in a double layer of soft cotton with ties under the chin. Lined.
621288001,621288,FLORENTINA Swimsuit,57,Swimsuit,Swimwear,1010016,Solid,50,Other Pink,5,Bright,4,Pink,4310,Kids Girl Swimwear,J,"Children Accessories, Swimwear",4,Baby/Children,43,"Kids Accessories, Swimwear & D",1018,Swimwear,Fully lined swimsuit with frilled tiers at the front and narrow shoulder straps.
621318001,621318,PE Lindy Trousers 2,272,Trousers,Garment Lower body,1010017,Stripe,73,Dark Blue,4,Dark,2,Blue,3080,Take Care External,A,Ladieswear,1,Ladieswear,97,Collaborations,1001,Unknown,"Striped trousers in a soft viscose weave with a sheen. Regular waist, concealed zip in the side, side pockets, a welt back pocket and wide, straight legs."
621381024,621381,Jade Trash HW Skinny Denim TRS,272,Trousers,Garment Lower body,1010023,Denim,81,Light Turquoise,1,Dusty Light,2,Blue,1747,Trousers,D,Divided,2,Divided,53,Divided Collection,1009,Trousers,"High-waisted jeans in washed superstretch denim with hard-worn details, a zip fly and button, back pockets and skinny legs."
621400003,621400,J Cardiff tee EQ,254,Top,Garment Upper body,1010016,Solid,22,Yellow,7,Medium,8,Yellow,3030,Equatorial Assortment,A,Ladieswear,1,Ladieswear,15,Womens Everyday Collection,1001,Unknown,Straight-cut top in slub cotton jersey. Short sleeves with an opening with lacing.
621499002,621499,Naomi l/s,254,Top,Garment Upper body,1010008,Front print,9,Black,4,Dark,5,Black,8716,Young Girl Jersey Fancy,I,Children Sizes 134-170,4,Baby/Children,77,Young Girl,1005,Jersey Fancy,Long-sleeved top in soft cotton jersey with sequins on the front and a rounded hem. Slightly longer at the back.
621514003,621514,W Picadilly trousers EQ,272,Trousers,Garment Lower body,1010001,All over pattern,12,Light Beige,1,Dusty Light,11,Beige,3030,Equatorial Assortment,A,Ladieswear,1,Ladieswear,15,Womens Everyday Collection,1001,Unknown,"Wide trousers in a soft viscose weave with an elasticated waist, pockets in the side seams and a seam below the knee with flared legs."
621523006,621523,Fav Polo solid,257,Polo shirt,Garment Upper body,1010016,Solid,61,Light Purple,3,Light,6,Lilac Purple,5848,Jersey Fancy,F,Menswear,3,Menswear,21,Contemporary Casual,1005,Jersey Fancy,"Polo shirt in cotton piqué with a ribbed collar, two buttons at the top, short sleeves with ribbed trims, and short slits in the sides."
621551001,621551,NANNA hood,308,Hoodie,Garment Upper body,1010010,Melange,7,Grey,1,Dusty Light,12,Grey,7930,Young Girl Jersey Basic,I,Children Sizes 134-170,4,Baby/Children,79,Girls Underwear & Basics,1002,Jersey Basic,Top in sweatshirt fabric with an embroidered motif at the top and an unlined hood with a small wrapover at the front. Kangaroo pocket and ribbing at the cuffs and hem.
621620004,621620,SARA cycle shorts,274,Shorts,Garment Lower body,1010010,Melange,7,Grey,1,Dusty Light,12,Grey,7930,Young Girl Jersey Basic,I,Children Sizes 134-170,4,Baby/Children,79,Girls Underwear & Basics,1002,Jersey Basic,Short cycling shorts in organic cotton jersey with an elasticated waist.
621620007,621620,SARA cycle shorts (1),274,Shorts,Garment Lower body,1010016,Solid,10,White,3,Light,9,White,7930,Young Girl Jersey Basic,I,Children Sizes 134-170,4,Baby/Children,79,Girls Underwear & Basics,1002,Jersey Basic,Short cycling shorts in organic cotton jersey with an elasticated waist.
621632002,621632,Ottoline Pool Sandal SG,91,Sandals,Shoes,1010011,Metallic,61,Light Purple,3,Light,6,Lilac Purple,4311,Kids Girl Shoes,J,"Children Accessories, Swimwear",4,Baby/Children,42,Kids & Baby Shoes,1020,Shoes,"Imitation leather sandals with adjustable foot straps with metal buckles, an adjustable heel strap with a hook and loop fastening, and a loop at the back. Fabric linings, moulded rubber insoles and fluted rubber soles."
621735016,621735,Pete ss poplin  (1),259,Shirt,Garment Upper body,1010016,Solid,9,Black,4,Dark,5,Black,5767,Shirt,F,Menswear,3,Menswear,21,Contemporary Casual,1011,Shirts,"Short-sleeved shirt in cotton poplin with a button-down collar, open chest pocket, yoke with a pleat at the back and a rounded hem. Slightly longer at the back. Regular fit – a classic fit with good room for movement and a gently shaped waist to create a comfortable, tailored silhouette."
621767005,621767,Sam tee,245,Cardigan,Garment Upper body,1010008,Front print,21,Light Yellow,5,Bright,8,Yellow,7814,Girls Local Relevance,H,Children Sizes 92-140,4,Baby/Children,48,Kids Local Relevance,1023,Special Offers,T-shirt in soft cotton jersey with a print motif on the front.
621915006,621915,Jupiter Sandal,91,Sandals,Shoes,1010016,Solid,10,White,3,Light,9,White,3527,Flats,C,Ladies Accessories,1,Ladieswear,64,Womens Shoes,1020,Shoes,"Low, imitation leather sandals with an elasticated heel strap. Rubber insoles and soles."
621973001,621973,DUSTIN SET,253,Vest top,Garment Upper body,1010001,All over pattern,81,Light Turquoise,3,Light,7,Turquoise,7648,Kids Boy Jersey Fancy,H,Children Sizes 92-140,4,Baby/Children,46,Kids Boy,1005,Jersey Fancy,Set in soft cotton jersey with a vest top and shorts. Printed vest top. Shorts with an elasticated drawstring waist and side pockets.
622041001,622041,Prairie,258,Blouse,Garment Upper body,1010016,Solid,51,Light Pink,1,Dusty Light,4,Pink,1515,Blouse,A,Ladieswear,1,Ladieswear,11,Womens Tailoring,1010,Blouses,"Wide, straight-cut blouse in a textured cotton and viscose weave with a stand-up collar with a small frill trim. Dropped shoulders, long, wide sleeves with narrow, buttoned cuffs and buttons down the front."
622101003,622101,Leena Shirt,258,Blouse,Garment Upper body,1010016,Solid,10,White,3,Light,9,White,1941,Blouse & Dress,A,Ladieswear,1,Ladieswear,18,Womens Trend,1010,Blouses,"Straight-cut, slightly longer shirt in cotton poplin with a collar and concealed buttons down the front. Dropped shoulders, wide sleeves, buttoned cuffs and a rounded hem."
622220003,622220,Gus sneaker,94,Sneakers,Shoes,1010016,Solid,10,White,3,Light,9,White,3629,Shoes,F,Menswear,3,Menswear,27,Men Shoes,1020,Shoes,"Cotton canvas shoes with lacing at the front, rubber toe caps, canvas insoles and rubber soles."
622238015,622238,Molly LS (1),252,Sweater,Garment Upper body,1010001,All over pattern,22,Yellow,7,Medium,8,Yellow,1640,Tops Fancy Jersey,D,Divided,2,Divided,53,Divided Collection,1005,Jersey Fancy,Off-the-shoulder blouse in a crinkled weave containing some linen with elastication and smocking around the top and long sleeves with smocking at the cuffs.
622370003,622370,BRUNO PIQUE HOOD,308,Hoodie,Garment Upper body,1010016,Solid,10,White,3,Light,9,White,5833,Heavy Basic Jersey,F,Menswear,3,Menswear,26,Men Underwear,1002,Jersey Basic,"Jacket in cotton piqué with a lined, drawstring hood, zip down the front, side pockets and ribbing at the cuffs and hem. Regular fit."
622444001,622444,Batwing top,254,Top,Garment Upper body,1010016,Solid,9,Black,4,Dark,5,Black,1919,Jersey,A,Ladieswear,1,Ladieswear,2,H&M+,1005,Jersey Fancy,"Top in softly draping viscose jersey with 3/4-length dolman sleeves, a decorative seam at the back and a rounded hem."
622745001,622745,SORRENTO trousers,272,Trousers,Garment Lower body,1010016,Solid,51,Light Pink,1,Dusty Light,4,Pink,8310,Ladies Sport Bottoms,S,Sport,26,Sport,5,Ladies H&M Sport,1005,Jersey Fancy,"Sports trousers in fast-drying, functional fabric with an elasticated drawstring waist, side pockets and a leg pocket with a taped zip. Tapered legs with wide ribbing at the hems."
622825010,622825,Camden s/s tee TP,255,T-shirt,Garment Upper body,1010001,All over pattern,9,Black,4,Dark,5,Black,8748,Young Boy Jersey Fancy,I,Children Sizes 134-170,4,Baby/Children,47,Young Boy,1005,Jersey Fancy,T-shirt in printed cotton jersey.
622879008,622879,Smith casual sweatpants TP,272,Trousers,Garment Lower body,1010015,Sequin,73,Dark Blue,4,Dark,2,Blue,8748,Young Boy Jersey Fancy,I,Children Sizes 134-170,4,Baby/Children,47,Young Boy,1005,Jersey Fancy,"Joggers in soft, printed sweatshirt fabric with an elasticated drawstring waist, side pockets, a back pocket and ribbed hems. Soft brushed inside."
622902002,622902,Fanny top,254,Top,Garment Upper body,1010001,All over pattern,92,Green,7,Medium,19,Green,2032,Jersey,A,Ladieswear,1,Ladieswear,8,Mama,1005,Jersey Fancy,"Top in superstretch jersey with a sewn-in wrapover at the front and a flounce-trimmed V-neck with a narrow tie. Short, flounced sleeves, a seam at the waist with smocking at the back and a gentle flare to the hem."
622907001,622907,Make a dream dress,265,Dress,Garment Full body,1010021,Lace,51,Light Pink,1,Dusty Light,4,Pink,1686,Jersey Occasion,A,Ladieswear,1,Ladieswear,14,Womens Premium,1013,Dresses Ladies,"Short lace dress with a V-neck and super-skinny, adjustable shoulder straps. Seam and concealed zip at the waist, and a flared skirt with box pleats. Lined."
622966015,622966,Laura sneaker,94,Sneakers,Shoes,1010016,Solid,9,Black,4,Dark,5,Black,3828,Sneakers,C,Ladies Accessories,1,Ladieswear,64,Womens Shoes,1020,Shoes,"Trainers with lacing at the front, fabric linings and insoles and rubber soles."
622981015,622981,Malcom 5-pkt TP,272,Trousers,Garment Lower body,1010016,Solid,73,Dark Blue,4,Dark,2,Blue,8756,Young Boy Trouser,I,Children Sizes 134-170,4,Baby/Children,47,Young Boy,1009,Trousers,"5-pocket slim-fit trousers in washed stretch twill with an adjustable, elasticated waist, zip fly and button and narrow hems."
623281001,623281,COBALT Selvedge straight,272,Trousers,Garment Lower body,1010016,Solid,11,Off White,1,Dusty Light,-1,Unknown,7510,Woven,F,Menswear,3,Menswear,28,Men Edition,1011,Shirts,"5-pocket slim-fit jeans in washed denim with stretch. Regular waist, zip fly and button, and gently tapered legs. The jeans are made from selvedge denim, a high-quality denim woven on traditional shuttle looms with a distinctive red/white selvedge that stops the fabric from unravelling."
623350001,623350,Cool Jasmine sunglasses,81,Sunglasses,Accessories,1010016,Solid,31,Light Orange,1,Dusty Light,3,Orange,8888,Sunglasses,C,Ladies Accessories,1,Ladieswear,66,Womens Small accessories,1019,Accessories,"Sunglasses with plastic frames and UV-protective, tinted lenses."
623480002,623480,Kendall short,272,Trousers,Garment Lower body,1010016,Solid,71,Light Blue,1,Dusty Light,2,Blue,1747,Trousers,D,Divided,2,Divided,53,Divided Collection,1009,Trousers,"5-pocket ankle-length jeans in washed stretch denim with hard-worn details, a regular waist, zip fly and button and super-skinny legs with uneven, raw-edge hems."
623864002,623864,BB Liam Basic Zip Hood,308,Hoodie,Garment Upper body,1010016,Solid,73,Dark Blue,4,Dark,2,Blue,6281,Bottoms Girls,S,Sport,26,Sport,49,Kids Sports,1001,Unknown,"Sports jacket in fast-drying functional fabric with a mesh-lined hood and zip down the front. Long raglan sleeves, front pockets, and ribbing at the cuffs and hem. Unlined."
623891002,623891,Anthea single PJ,297,Pyjama set,Nightwear,1010014,Placement print,7,Grey,1,Dusty Light,12,Grey,7922,Kids Girl UW/NW,H,Children Sizes 92-140,4,Baby/Children,79,Girls Underwear & Basics,1017,"Under-, Nightwear",Pyjamas in soft cotton jersey. Long-sleeved top. Bottoms with an elasticated waist.
623891029,623891,ANTHEA PJ,297,Pyjama set,Nightwear,1010001,All over pattern,73,Dark Blue,4,Dark,2,Blue,7922,Kids Girl UW/NW,H,Children Sizes 92-140,4,Baby/Children,79,Girls Underwear & Basics,1017,"Under-, Nightwear",Pyjamas in soft cotton jersey. Long-sleeved top. Bottoms with an elasticated waist.
623919001,623919,DEVON HENLEY,255,T-shirt,Garment Upper body,1010017,Stripe,73,Dark Blue,4,Dark,2,Blue,7648,Kids Boy Jersey Fancy,H,Children Sizes 92-140,4,Baby/Children,46,Kids Boy,1005,Jersey Fancy,T-shirt in cotton jersey with a button placket. Gently rounded hem at the back.
623934002,623934,James strap sandal PQ,91,Sandals,Shoes,1010016,Solid,9,Black,4,Dark,5,Black,3629,Shoes,F,Menswear,3,Menswear,27,Men Shoes,1020,Shoes,Leather sandals with an adjustable ankle strap with a painted metal buckle. Moulded nappa leather insoles and fluted rubber soles.
