article_id,product_code,prod_name,product_type_no,product_type_name,product_group_name,graphical_appearance_no,graphical_appearance_name,colour_group_code,colour_group_name,perceived_colour_value_id,perceived_colour_value_name,perceived_colour_master_id,perceived_colour_master_name,department_no,department_name,index_code,index_name,index_group_no,index_group_name,section_no,section_name,garment_group_no,garment_group_name,detail_desc
352811039,352811,Sara long (1),272,Trousers,Garment Lower body,1010016,Solid,51,Light Pink,1,Dusty Light,4,Pink,1939,Woven bottoms,A,Ladieswear,1,Ladieswear,2,H&M+,1009,Trousers,5-pocket trousers in stretch twill with a regular waist and slim legs.
354246021,354246,Basic LS Raglan t-shirt,255,T-shirt,Garment Upper body,1010005,Colour blocking,73,Dark Blue,4,Dark,2,Blue,6515,Baby basics,G,Baby Sizes 50-98,4,Baby/Children,44,Baby Essentials & Complements,1002,Jersey Basic,T-shirt in organic cotton jersey with long raglan sleeves in a contrasting colour and press-studs at the back of the neck.
360859006,360859,Chelsea welldressed blazer,264,Blazer,Garment Upper body,1010016,Solid,9,Black,4,Dark,5,Black,8757,Young Boy Shirt,I,Children Sizes 134-170,4,Baby/Children,47,Young Boy,1011,Shirts,Classic jacket in woven fabric containing some wool with a chest pocket and flap front pockets. Decorative buttons at the cuffs and a single back vent. Lined.
361467024,361467,Claire S/S,254,Top,Garment Upper body,1010001,All over pattern,7,Grey,1,Dusty Light,12,Grey,1919,Jersey,A,Ladieswear,1,Ladieswear,2,H&M+,1005,Jersey Fancy,Top in soft jersey with short raglan sleeves with sewn-in turn-ups.
362931025,362931,WAFFLE L/S CTN basic,254,Top,Garment Upper body,1010016,Solid,73,Dark Blue,4,Dark,2,Blue,5883,Jersey Basic,F,Menswear,3,Menswear,26,Men Underwear,1002,Jersey Basic,Long-sleeved T-shirt in waffled cotton jersey with ribbed cuffs.
364297018,364297,SWEATPANTS OC,272,Trousers,Garment Lower body,1010012,Mixed solid/pattern,9,Black,4,Dark,5,Black,6515,Baby basics,G,Baby Sizes 50-98,4,Baby/Children,44,Baby Essentials & Complements,1002,Jersey Basic,Trousers in sweatshirt fabric made from organic cotton with an elasticated drawstring waist and ribbed hems. Soft brushed inside.
368300011,368300,ROCK SHORTS,274,Shorts,Garment Lower body,1010016,Solid,19,Greenish Khaki,2,Medium Dusty,20,Khaki green,5687,Shorts,F,Menswear,3,Menswear,20,Contemporary Smart,1025,Shorts,"Shorts in soft, washed cotton twill with an elasticated drawstring waist, fake fly, side pockets and a welt back pocket."
372860068,372860,Basic 7p Shaftless,302,Socks,Socks & Tights,1010010,Melange,52,Pink,1,Dusty Light,4,Pink,3611,Shopbasket Socks,B,Lingeries/Tights,1,Ladieswear,62,"Womens Nightwear, Socks & Tigh",1021,Socks and Tights,Fine-knit trainer socks in a soft cotton blend.
375917006,375917,Hat Frank Fedora(1),509,Felt hat,Accessories,1010016,Solid,14,Dark Beige,2,Medium Dusty,1,Mole,9985,Accessories,F,Menswear,3,Menswear,25,Men Accessories,1019,Accessories,Hat in felted fabric with a grosgrain band. Width of brim 6 cm.
378124007,378124,L/S Polo Gnocci TVP,257,Polo shirt,Garment Upper body,1010016,Solid,43,Dark Red,4,Dark,18,Red,5831,Knitwear,F,Menswear,3,Menswear,23,Men Suits & Tailoring,1003,Knitwear,"Long-sleeved piqué top in fine-knit merino wool with a ribbed collar, button placket and ribbing at the cuffs and hem."
378135033,378135,R-Neck Pisa TVP R,252,Sweater,Garment Upper body,1010016,Solid,43,Dark Red,4,Dark,18,Red,5831,Knitwear,F,Menswear,3,Menswear,23,Men Suits & Tailoring,1003,Knitwear,"Jumper in soft, fine-knit merino wool with a round neck, long sleeves and ribbing at the cuffs and hem."
378447022,378447,V-Neck Merino Milan,252,Sweater,Garment Upper body,1010016,Solid,72,Blue,7,Medium,2,Blue,5831,Knitwear,F,Menswear,3,Menswear,23,Men Suits & Tailoring,1003,Knitwear,"Jumper in fine-knit merino wool with a V-neck and ribbing around the neckline, cuffs and hem."
378447043,378447,V-Neck Milan TVP,252,Sweater,Garment Upper body,1010016,Solid,31,Light Orange,1,Dusty Light,3,Orange,5831,Knitwear,F,Menswear,3,Menswear,23,Men Suits & Tailoring,1003,Knitwear,"Jumper in fine-knit merino wool with a V-neck and ribbing around the neckline, cuffs and hem."
379780024,379780,Rita Ringer Tee,255,T-shirt,Garment Upper body,1010005,Colour blocking,43,Dark Red,4,Dark,18,Red,1643,Basic 1,D,Divided,2,Divided,51,Divided Basics,1002,Jersey Basic,Short T-shirt in soft jersey with a trim in a contrasting colour at the neckline and sleeves.
379963002,379963,Mama plain cotton leggings 2p,273,Leggings/Tights,Garment Lower body,1010016,Solid,9,Black,4,Dark,5,Black,3608,Tights basic,B,Lingeries/Tights,1,Ladieswear,62,"Womens Nightwear, Socks & Tigh",1021,Socks and Tights,"Leggings in a soft, fine-knit cotton blend with a high waist for a good fit over the tummy. Ribbing at the waist and hems."
380609001,380609,Livia Top,255,T-shirt,Garment Upper body,1010019,Transparent,13,Beige,1,Dusty Light,1,Mole,5962,Jersey Fancy DS,D,Divided,2,Divided,58,Divided Selected,1005,Jersey Fancy,Short-sleeved top in airy jersey with a rounded hem. Longer at the back.
384482006,384482,Godfather slim chino,272,Trousers,Garment Lower body,1010016,Solid,9,Black,4,Dark,5,Black,5631,Trouser,F,Menswear,3,Menswear,23,Men Suits & Tailoring,1009,Trousers,"Chinos in washed stretch cotton twill with an extended waistband, concealed hook-and-eye fastener, side pockets, and welt back pockets with a button. Slim fit."
393772001,393772,Sonny Pants.,272,Trousers,Garment Lower body,1010016,Solid,9,Black,4,Dark,5,Black,5683,Trouser,F,Menswear,3,Menswear,55,Contemporary Street,1009,Trousers,"Joggers in cotton twill with an elasticated drawstring waist, fake fly, side pockets and welt back pockets. Low crotch and tapered legs with gathered seams and a zip at the hems."
395658039,395658,MIA (1),272,Trousers,Garment Lower body,1010014,Placement print,7,Grey,1,Dusty Light,12,Grey,7920,Kids Girl Jersey Basic,H,Children Sizes 92-140,4,Baby/Children,79,Girls Underwear & Basics,1002,Jersey Basic,Joggers in sweatshirt fabric with an elasticated drawstring waist and ribbed hems.
395730042,395730,VIOLA 2PACK,254,Top,Garment Upper body,1010001,All over pattern,9,Black,4,Dark,5,Black,7920,Kids Girl Jersey Basic,H,Children Sizes 92-140,4,Baby/Children,79,Girls Underwear & Basics,1002,Jersey Basic,"Long-sleeved, polo-neck tops in organic cotton jersey."
395864064,395864,RAKEL 3p,286,Underwear bottom,Underwear,1010001,All over pattern,10,White,3,Light,9,White,7922,Kids Girl UW/NW,H,Children Sizes 92-140,4,Baby/Children,79,Girls Underwear & Basics,1017,"Under-, Nightwear",Boxer briefs in cotton jersey with a lined gusset.
398863005,398863,Wave shorts,274,Shorts,Garment Lower body,1010016,Solid,73,Dark Blue,4,Dark,2,Blue,5687,Shorts,F,Menswear,3,Menswear,20,Contemporary Smart,1025,Shorts,"Short shorts in woven fabric in a relaxed fit with an elasticated waist with a concealed drawstring, side pockets in the side seams, a welt back pocket and a zip and button at the front."
399061026,399061,Jacket Slim,262,Jacket,Garment Upper body,1010023,Denim,73,Dark Blue,2,Medium Dusty,2,Blue,1201,Outwear,A,Ladieswear,1,Ladieswear,19,Womens Jackets,1007,Outdoor,"Fitted jacket in washed, stretch denim with buttons down the front, flap chest pockets with a button, and side pockets."
399136009,399136,Shaping Skinny R.W.,272,Trousers,Garment Lower body,1010016,Solid,9,Black,4,Dark,5,Black,1772,Denim Trousers,D,Divided,2,Divided,57,Ladies Denim,1016,Trousers Denim,"Shaping. 5-pocket jeans in washed denim with technical stretch that holds in and shapes the tummy, thighs and seat while keeping the jeans in shape. Regular waist and skinny legs."
399136060,399136,Shaping Skinny R.W,272,Trousers,Garment Lower body,1010023,Denim,72,Blue,1,Dusty Light,2,Blue,1772,Denim Trousers,D,Divided,2,Divided,57,Ladies Denim,1016,Trousers Denim,"Shaping. 5-pocket jeans in washed denim with technical stretch that holds in and shapes the tummy, thighs and seat while keeping the jeans in shape. Regular waist and skinny legs."
400296003,400296,Culotte,272,Trousers,Garment Lower body,1010023,Denim,10,White,3,Light,9,White,1772,Denim Trousers,D,Divided,2,Divided,57,Ladies Denim,1016,Trousers Denim,"5-pocket, calf-length jeans in washed denim with a high waist and straight legs with raw-edge, frayed hems."
402065030,402065,OSCAR l/s tee SB,255,T-shirt,Garment Upper body,1010001,All over pattern,8,Dark Grey,4,Dark,12,Grey,7668,Kids Boy Jersey Basic,H,Children Sizes 92-140,4,Baby/Children,72,Boys Underwear & Basics,1002,Jersey Basic,Long-sleeved top in organic cotton jersey with a ribbed neckline and a chest pocket.
408575003,408575,Papai 1p Overknee,302,Socks,Socks & Tights,1010016,Solid,6,Light Grey,2,Medium Dusty,12,Grey,3610,Socks,B,Lingeries/Tights,1,Ladieswear,62,"Womens Nightwear, Socks & Tigh",1021,Socks and Tights,Over-the-knee socks in a soft pattern knit with ribbed tops.
408875019,408875,Goldie tank top,253,Vest top,Garment Upper body,1010016,Solid,23,Dark Yellow,4,Dark,8,Yellow,1643,Basic 1,D,Divided,2,Divided,51,Divided Basics,1002,Jersey Basic,"Cropped top in soft, ribbed jersey with a V-neck, straight cut at the back and narrow shoulder straps."
411013001,411013,Rut Jumper,252,Sweater,Garment Upper body,1010018,Treatment,8,Dark Grey,4,Dark,12,Grey,5963,Tops Knitwear DS,D,Divided,2,Divided,58,Divided Selected,1003,Knitwear,"Double-layered jersey top in a cotton blend with hard-worn details, raw edge cuffs and a raw-edge, rounded hem."
411413021,411413,Brooke raw cut ss,255,T-shirt,Garment Upper body,1010017,Stripe,42,Red,7,Medium,18,Red,1643,Basic 1,D,Divided,2,Divided,51,Divided Basics,1002,Jersey Basic,Cropped T-shirt in jersey with a chest pocket and short sleeves with sewn-in turn-ups.
413707001,413707,Fancy Leggings,273,Leggings/Tights,Garment Lower body,1010018,Treatment,8,Dark Grey,4,Dark,12,Grey,1649,Trousers DS,D,Divided,2,Divided,58,Divided Selected,1009,Trousers,Leggings in stretch jersey with an elasticated waist.
413911035,413911,BEN basic crewneck SB,252,Sweater,Garment Upper body,1010016,Solid,93,Dark Green,2,Medium Dusty,19,Green,7668,Kids Boy Jersey Basic,H,Children Sizes 92-140,4,Baby/Children,72,Boys Underwear & Basics,1002,Jersey Basic,"Long-sleeved top in sweatshirt fabric made from a cotton blend with ribbing around the neckline, cuffs and hem. Soft brushed inside. The cotton content of the sweatshirt is organic."
417088004,417088,Jacket Trucker,262,Jacket,Garment Upper body,1010023,Denim,9,Black,4,Dark,5,Black,1773,Denim Other Garments,D,Divided,2,Divided,57,Ladies Denim,1016,Trousers Denim,"Long jacket in washed denim with a collar, buttons down the front, flap chest pockets with a button and side pockets. 3/4-length sleeves with buttons at the cuffs, and an adjustable tab and button at the sides of the hem."
417687003,417687,Smith Push,306,Bra,Underwear,1010020,Contrast,83,Dark Turquoise,4,Dark,7,Turquoise,1338,Expressive Lingerie,B,Lingeries/Tights,1,Ladieswear,61,Womens Lingerie,1017,"Under-, Nightwear","Push-up bra in mesh-lined lace with underwired, moulded, padded cups for a larger bust and fuller cleavage, narrow adjustable shoulder straps that join at the back and a metal fastener at the front."
418662008,418662,Big Nick Beanie,75,Hat/beanie,Accessories,1010016,Solid,7,Grey,1,Dusty Light,12,Grey,9985,Accessories,F,Menswear,3,Menswear,25,Men Accessories,1019,Accessories,Double-layer hat in a soft rib knit.
